index,x_m,y_m,z_m
244,246.58116032064197,246.58016032064205,59.75730081763532
245,247.38476753507084,247.38376753507094,59.814331214428904
246,248.1883747494997,248.1873747494998,59.871361611222504
247,248.99198196392857,248.99098196392865,59.92839200801608
248,249.79558917835743,249.7945891783575,59.96582393344605
249,250.59919639278627,250.59819639278638,59.957547198396746
250,251.40280360721513,251.40180360721524,59.90051680160316
251,252.206410821644,252.20541082164408,59.84348640480957
252,253.01001803607284,253.00901803607294,59.78645600801598
253,253.81362525050173,253.8126252505018,59.72942561122239
254,254.61723246493057,254.61623246493065,59.6723952144288
255,255.4208396793594,255.41983967935948,59.61536481763522
256,256.2244468937883,256.2234468937884,59.55833442084163
257,257.02805410821713,257.0270541082172,59.501304024048046
258,257.83166132264597,257.83066132264605,59.444273627254454
259,258.63526853707486,258.63426853707495,59.387243230460875
260,259.4388757515037,259.4378757515038,59.33021283366729
261,260.24248296593254,260.2414829659327,59.2731824368737
262,261.0460901803614,261.0450901803615,59.21615204008012
263,261.84969739479027,261.84869739479035,59.159121643286525
264,262.6533046092191,262.6523046092192,59.10209124649293
265,263.45691182364794,263.455911823648,59.04506084969935
266,264.26051903807684,264.2595190380769,58.98803045290577
267,265.0641262525057,265.06312625250575,58.93100005611218
268,265.8677334669345,265.8667334669346,58.87396965931859
269,266.6713406813634,266.6703406813635,58.816939262525
270,267.47494789579224,267.4739478957923,58.75990886573141
271,268.27855511022113,268.27755511022116,58.702878468937826
272,269.08216232464997,269.08116232465005,58.64584807214423
273,269.8857695390788,269.8847695390789,58.588817675350654
274,270.6893767535077,270.6883767535078,58.53178727855705
275,271.49298396793654,271.49198396793656,58.474756881763476
276,272.2965911823654,272.29559118236546,58.4177264849699
277,273.1001983967942,273.09919839679435,58.3606960881763
278,273.9038056112231,273.9028056112232,58.30366569138272
279,274.70741282565194,274.706412825652,58.24690345835555
280,275.51102004008084,275.5100200400809,58.19602503006008
281,276.3146272545097,276.31362725450975,58.14911044088173
282,277.11823446893845,277.11723446893853,58.10219585170337
283,277.92184168336735,277.92084168336737,58.05528126252501
284,278.7254488977962,278.72444889779626,58.00836667334665
285,279.529056112225,279.5280561122251,57.9614520841683
286,280.3326633266539,280.33166332665394,57.91453749498996
287,281.13627054108275,281.1352705410828,57.86762290581159
288,281.9398777555116,281.93887775551167,57.82070831663323
289,282.7434849699405,282.74248496994056,57.773793727454866
290,283.5470921843693,283.54609218436934,57.72687913827651
291,284.35069939879816,284.34969939879824,57.67996454909816
292,285.15430661322705,285.1533066132271,57.633049959919795
293,285.9579138276559,285.95691382765597,57.586135370741445
294,286.7615210420847,286.7605210420848,57.53922078156309
295,287.5651282565136,287.56412825651364,57.49230619238474
296,288.3687354709425,288.36773547094253,57.44539160320638
297,289.17234268537135,289.17134268537137,57.39847701402802
298,289.9759498998001,289.9749498998002,57.35156242484966
299,290.779557114229,290.77855711422905,57.30464783567131
300,291.58316432865786,291.58216432865794,57.25773324649295
301,292.3867715430867,292.3857715430868,57.210818657314604
302,293.19037875751553,293.1893787575156,57.16390406813623
303,293.9939859719444,293.9929859719445,57.116989478957876
304,294.79759318637326,294.79659318637334,57.07007488977952
305,295.60120040080216,295.6002004008022,57.02316030060118
306,296.404807615231,296.4038076152311,56.97624571142282
307,297.2084148296599,297.2074148296599,56.92933112224445
308,298.0120220440887,298.01102204408875,56.882416533066106
309,298.81562925851756,298.81462925851764,56.835501943887735
310,299.6192364729464,299.6182364729465,56.78359428200684
311,300.4228436873753,300.4218436873753,56.71233264239899
312,301.2264509018041,301.22545090180415,56.61923118637268
